1e+08,24,24,48,24,0,0,48,0,16,24,56,32,0,0,24,8,24,24,24,24,0,0,72,32,32,0,0,24,24,8,0,0,56,0,0,0,48,0,0,0,24,16,40,24,40,0,0,24,64,0,8,32,0,0,16,32,0,24,0,0,0,24,24,24,0,0,0,0,40,24,0,16,16,0,40,64,0,24,0,32,0,32,16,8,16,24,32,48,16,24,0,0,0,56,24,0,48,56,0,5,13,15,10,8,12,18,7,10,20,9,13,9,12,14,17,15,11,14,9,5,9,9,7,8,11,14,17,9,10,10,10,15,6,11,8,12,17,7,13,7,13,9,7,8,11,11,18,10,10,13,4,8,13,11,10,10,3,13,13,6,7,14,13,6,11,8,18,8,8,8,12,7,11,8,8,9,6,10,8,10,10,12,14,17,13,14,12,11,7,9,3,12,14,11,8,11,8,12,9
24,1e+08,48,0,0,0,24,0,0,0,24,24,8,24,0,24,0,24,64,16,0,0,24,24,0,0,24,24,0,24,0,0,0,8,0,0,24,24,24,24,0,0,0,24,40,0,24,24,24,48,24,24,0,0,24,0,16,0,24,24,32,0,24,0,24,24,24,0,24,24,48,32,0,24,24,24,40,0,0,0,0,0,40,32,0,24,0,0,40,0,0,24,16,0,48,0,24,24,24,32,16,6,14,7,15,8,13,18,16,10,9,9,17,13,6,14,12,16,14,11,7,10,10,15,11,10,11,6,9,7,9,9,9,12,17,11,16,9,13,15,12,15,13,11,11,16,13,5,11,14,14,7,10,9,11,13,18,13,17,12,16,19,7,7,13,18,16,11,10,7,13,11,11,10,17,20,16,17,8,12,10,5,15,10,11,11,8,12,13,13,13,8,18,9,15,16,6,14,13,12
24,48,1e+08,16,24,16,56,40,0,32,24,48,0,0,0,56,0,24,24,16,24,0,0,24,0,0,16,0,0,32,0,24,40,24,0,16,40,64,40,0,16,0,0,56,24,0,32,0,72,24,32,0,16,32,40,40,0,16,32,8,40,16,24,32,0,40,8,0,40,56,72,40,40,40,0,0,24,40,64,40,0,0,48,16,0,40,0,0,48,0,16,40,0,40,24,0,48,40,32,0,12,14,17,12,10,5,17,11,14,16,8,7,7,12,6,13,6,14,7,8,3,13,8,9,7,5,8,10,10,6,6,9,6,11,12,18,8,5,6,12,12,7,10,5,11,12,12,8,6,12,13,6,8,11,11,15,5,7,16,14,13,14,7,9,4,8,13,10,4,6,14,12,8,11,4,13,11,14,10,10,17,4,13,5,19,10,13,6,9,7,9,5,18,6,8,15,8,13,8,10
48,0,16,1e+08,0,32,40,24,0,16,0,16,32,0,0,0,8,0,0,16,0,48,0,40,56,16,0,0,0,0,8,0,0,32,0,0,0,0,0,0,24,24,32,0,32,56,0,0,8,40,0,32,32,0,0,16,32,24,0,0,0,0,0,0,24,0,0,24,0,0,8,0,16,16,0,40,40,0,0,24,32,24,8,16,8,0,48,32,0,16,24,24,0,0,32,0,56,24,32,0,4,7,11,12,11,12,9,7,6,16,7,15,6,7,18,12,9,6,11,10,4,6,12,4,8,8,9,19,14,7,9,10,14,8,10,7,13,13,6,13,4,7,8,7,8,9,10,14,9,10,13,6,6,11,15,7,5,6,6,14,5,3,9,15,4,11,10,18,7,8,10,11,5,13,8,9,8,8,10,7,7,11,15,8,16,13,15,15,15,3,11,1,12,11,8,6,11,9,9,9
24,0,24,0,1e+08,24,0,48,0,32,56,24,48,0,0,24,0,32,32,16,72,0,0,32,40,0,0,0,24,24,48,0,32,24,0,64,0,0,0,0,0,24,40,24,0,16,24,48,24,40,24,0,32,32,32,0,32,56,8,32,24,24,64,48,16,32,48,40,24,32,24,24,40,0,64,40,0,8,24,16,0,40,24,24,72,0,32,48,24,48,16,16,32,16,56,32,0,24,0,16,9,14,15,9,9,5,15,10,8,26,5,13,4,8,5,10,8,12,12,6,5,6,7,7,12,8,13,17,5,6,7,6,14,7,20,17,5,10,5,10,5,5,7,4,10,8,8,12,8,7,10,12,8,16,9,9,9,12,11,10,8,9,5,8,7,6,10,17,10,10,6,6,5,10,5,13,7,7,9,6,6,13,17,11,16,10,11,9,7,5,11,7,15,7,7,11,6,18,10,8
0,0,16,32,24,1e+08,0,48,16,0,24,0,0,0,0,24,0,0,24,16,24,24,16,0,0,0,8,0,32,24,0,0,24,56,24,24,16,0,16,0,0,0,0,0,32,32,24,0,24,0,24,0,24,24,32,16,56,32,0,24,24,48,24,32,24,24,0,0,32,0,0,32,0,0,24,0,32,8,24,0,32,24,0,24,24,16,0,0,0,0,24,32,0,16,0,24,0,72,40,0,8,6,13,14,5,8,13,13,8,17,8,14,5,7,8,8,7,12,11,6,7,11,11,8,8,7,15,23,10,5,9,6,17,8,9,11,10,18,4,10,7,11,11,8,9,7,9,17,12,7,12,5,14,9,8,9,5,11,3,16,4,10,8,11,7,10,8,17,4,9,8,12,6,8,11,9,9,7,9,6,10,21,14,7,15,15,14,12,15,14,14,1,12,7,17,12,11,6,7,7
0,24,56,40,0,0,1e+08,0,0,32,0,24,0,0,0,48,0,0,0,0,0,24,32,0,16,0,0,0,0,0,0,40,40,0,0,0,48,40,48,0,16,0,24,40,0,24,32,48,56,0,32,0,24,32,0,56,0,48,56,0,48,0,0,32,0,48,0,64,40,48,56,40,56,64,0,0,0,48,48,64,32,40,0,0,0,40,24,24,24,0,24,24,0,48,0,0,72,0,0,0,3,10,10,9,12,5,13,10,8,10,6,9,3,9,6,9,6,10,8,9,3,5,7,9,5,6,3,11,4,5,6,4,5,6,12,12,13,4,5,6,8,4,8,5,6,11,8,3,6,6,7,4,4,9,13,10,4,3,18,10,12,5,4,12,4,7,7,9,6,6,9,8,5,7,5,14,11,12,4,8,11,3,12,4,16,8,6,9,8,4,10,4,13,5,3,10,10,11,7,8
48,0,40,24,48,48,0,1e+08,32,24,48,24,24,0,0,24,0,24,32,16,48,0,0,24,24,0,8,0,24,24,40,0,40,24,24,40,16,0,0,0,0,24,32,0,0,0,24,32,24,24,24,0,40,24,32,16,24,24,0,24,24,48,48,32,0,24,24,24,24,24,24,32,16,0,48,24,0,8,24,0,0,24,24,40,48,0,24,24,24,24,0,0,48,0,24,48,0,48,32,0,8,13,19,9,8,6,21,5,8,25,9,14,9,10,10,15,6,14,10,5,4,13,8,4,9,8,12,16,8,6,7,5,15,7,17,15,5,12,4,10,7,11,6,5,9,7,9,21,10,9,12,5,8,13,9,7,8,8,8,7,4,10,10,11,6,6,10,19,8,7,7,10,4,13,6,10,7,8,10,4,10,16,18,10,15,12,14,14,7,7,13,7,11,8,11,12,8,19,7,12
0,0,0,0,0,16,0,32,1e+08,0,0,0,16,0,0,0,0,0,0,16,0,40,24,0,8,16,0,0,0,0,32,0,16,0,0,0,16,0,16,0,16,40,16,0,0,0,0,0,0,0,0,0,16,40,0,32,0,0,0,0,0,24,0,16,0,0,0,0,16,0,0,8,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,24,0,0,0,16,0,0,0,9,9,9,10,4,7,7,9,5,6,14,8,9,7,11,4,7,2,5,6,17,14,9,10,8,13,3,3,15,9,9,6,6,11,5,8,7,3,11,5,8,9,8,13,8,8,10,8,9,7,8,12,2,7,6,6,7,6,3,6,10,7,9,12,3,4,9,4,8,8,8,12,7,9,8,14,11,6,7,6,8,5,4,7,4,7,11,4,2,11,11,18,7,10,8,9,14,7,10,6
16,0,32,16,32,0,32,24,0,1e+08,32,32,0,0,0,32,8,0,16,0,32,0,0,16,32,16,0,8,0,0,40,24,32,8,0,32,32,32,32,16,0,24,32,32,0,0,0,32,0,8,32,8,0,32,0,32,0,32,0,0,0,0,32,32,0,0,32,32,32,32,0,0,32,0,32,8,8,32,40,32,0,32,8,0,40,16,0,0,24,32,0,0,32,32,0,24,0,0,0,0,6,12,14,10,10,6,11,10,8,17,7,14,7,12,11,7,4,13,8,10,5,7,10,9,7,6,5,16,8,5,9,9,9,6,18,13,10,5,2,12,11,4,8,5,11,10,9,9,7,11,3,4,7,12,10,7,7,9,16,12,5,12,6,4,5,5,5,15,7,8,8,8,7,12,4,9,8,10,10,9,7,8,19,5,15,15,10,7,8,7,10,7,15,4,7,9,11,17,4,10
