1e+08,32,72,32,0,24,64,32,44,108,32,32,60,32,4,0,108,64,32,32,48,64,60,56,60,32,32,64,0,32,32,32,0,32,32,52,24,0,68,32,60,64,32,32,0,8,108,32,56,32,0,0,0,48,4,144,68,100,32,32,72,68,56,56,68,32,32,32,12,0,68,64,32,84,32,56,56,0,64,80,144,0,0,20,60,44,64,0,76,64,64,32,44,32,64,0,64,60,4,0,0,44,4,44,32,32,4,32,64,0,0,0,64,0,64,64,0,0,0,32,60,0,60,32,0,64,44,0,32,60,52,0,40,60,52,64,0,0,0,48,0,0,0,4,32,64,40,4,40,0,0,52,64,52,0,64,64,32,16,0,0,0,0,60,0,4,64,4,56,64,0,32,60,64,20,0,64,52,60,32,34,36,32,37,37,21,38,35,27,46,44,14,24,33,15,30,40,40,34,35,34,34,20,33,34,37,32,37,35,20,4,19,18,22,8,37,8,5,12,21,17,14,21,14,15,34,26,36,21,24,19,41,35,17,11,33,14,30,13,19,24,37,34,32,20,15,21,22,33,43,39,44,25,34,34,57,51,34,32,36,41,46,14,19,36,21,41,24,35,37,12,11,34,14,19,26,15,26,11,16,9,18,7,13,5,30,17,19,7,18,35,4,38,17,24,18,13,43,12,26,40,34,35,35,34,32,32,34,24,34,33,35,35,18,42,36,26,33,41,21,46,15,23,37,27,36,34,38,19,34,38,35,25,26,11,12,26,20,15,24,12,7,17,19,25,17,44,8,12,30,36,17,34,22,17,16,13,24,24,14
32,1e+08,0,32,0,24,52,76,84,20,76,0,88,72,28,12,44,0,88,76,0,0,60,0,100,64,80,92,0,92,0,144,0,96,68,92,24,0,44,84,88,28,8,64,0,0,44,32,0,84,0,0,24,0,0,32,32,0,0,60,0,44,88,0,52,72,0,72,0,0,32,48,0,68,72,64,0,0,76,20,32,0,0,0,60,64,0,0,48,0,0,92,0,84,0,0,0,0,0,0,0,0,0,80,44,24,24,36,0,0,0,0,0,24,0,0,0,4,0,92,0,0,0,36,0,0,0,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,52,0,0,0,0,0,0,0,0,0,0,0,48,0,4,0,0,0,0,0,0,0,24,0,0,0,92,0,0,0,0,0,0,0,0,79,106,14,97,40,12,57,47,4,37,41,7,5,8,1,2,49,74,64,76,111,109,4,14,47,25,73,65,17,10,2,3,0,10,12,7,0,8,3,7,4,13,12,9,10,8,5,60,1,5,3,31,59,14,5,30,0,19,2,3,7,69,47,9,8,2,12,18,29,34,79,41,6,62,21,23,10,17,63,106,45,46,7,14,74,2,70,28,12,51,2,3,7,13,3,2,9,3,6,4,22,0,5,5,8,19,4,2,2,3,59,2,73,3,5,8,8,55,6,19,74,85,104,47,47,8,67,111,7,6,14,80,17,7,52,106,6,54,57,1,37,2,11,65,6,56,62,48,4,21,73,11,1,5,10,1,4,6,10,5,8,5,5,2,10,3,38,0,3,11,33,5,7,10,3,5,8,4,6,5
72,0,1e+08,68,0,36,44,0,44,76,56,28,60,28,4,0,56,0,28,28,0,64,72,0,28,28,28,28,0,28,28,0,0,52,28,48,36,0,60,0,60,72,28,28,0,8,56,68,56,44,0,0,32,0,68,72,60,64,28,28,72,60,52,56,76,64,28,0,12,0,60,64,28,28,0,52,0,0,36,68,72,0,0,20,72,28,64,0,80,64,68,28,44,28,64,0,64,60,4,0,0,48,4,12,28,64,4,28,4,60,0,0,4,0,64,64,0,0,0,28,60,16,60,28,0,64,48,44,28,64,0,0,40,0,52,64,0,0,0,48,0,0,0,4,28,88,8,4,0,0,0,0,0,0,0,0,0,28,16,0,0,0,0,60,0,4,64,4,56,64,0,28,60,64,20,0,64,0,60,32,32,32,43,33,38,23,34,35,32,44,39,16,34,30,35,31,37,34,32,38,30,29,36,29,41,37,33,35,33,32,11,29,24,35,9,41,14,9,25,17,27,33,33,26,26,35,23,34,24,31,23,32,29,19,11,35,12,28,13,32,27,34,41,28,32,20,23,32,37,40,32,39,29,30,33,39,49,33,35,32,32,43,16,21,34,21,36,24,31,33,13,13,35,33,32,26,16,26,13,29,19,24,20,11,9,28,27,22,9,34,29,11,30,29,31,22,15,36,22,40,34,33,34,35,41,28,30,30,27,30,29,33,33,28,38,32,35,30,35,36,44,20,33,35,23,33,30,36,24,33,30,34,16,23,27,12,42,31,28,33,20,20,26,25,45,29,41,14,15,43,39,34,35,35,26,22,15,23,39,23
32,32,68,1e+08,0,24,32,32,32,56,64,32,80,84,52,0,32,0,32,32,0,0,32,64,32,72,72,56,0,68,72,32,0,92,64,56,24,0,32,76,80,28,32,72,0,8,32,144,48,44,64,0,32,0,52,32,96,0,32,32,16,32,32,48,32,32,32,32,12,0,96,64,32,32,32,32,64,0,40,60,32,0,64,20,32,72,0,0,32,0,4,32,0,32,0,0,0,0,4,0,0,8,4,44,32,72,52,32,4,48,0,0,4,48,0,48,0,4,0,32,0,16,4,32,0,48,8,44,32,4,0,0,0,0,0,48,0,0,0,48,0,0,0,4,32,72,8,4,0,0,0,0,0,0,0,0,0,32,16,4,0,0,0,0,0,4,48,52,48,0,0,32,0,0,0,0,48,0,4,0,36,36,16,36,34,10,35,35,15,43,37,12,8,34,9,17,37,44,36,37,33,33,9,33,42,36,34,38,27,12,2,15,10,20,7,36,7,4,8,5,13,17,18,16,23,24,19,38,5,17,7,39,34,21,7,41,4,39,8,12,16,36,42,33,17,6,10,22,37,38,34,37,11,35,33,33,33,35,33,36,36,43,12,13,35,8,36,25,34,41,10,4,31,17,12,15,11,30,7,13,25,10,4,15,4,39,13,14,6,9,34,2,37,11,17,18,6,40,3,31,44,38,33,35,42,33,34,33,16,32,33,33,27,10,38,36,23,35,37,13,43,6,14,38,13,35,35,35,10,33,37,32,24,19,7,3,13,10,11,17,13,4,14,7,34,11,36,7,9,22,40,18,31,20,14,12,6,7,17,12
0,0,0,0,1e+08,96,36,0,0,0,0,72,0,0,0,108,0,76,0,0,76,104,0,56,32,36,0,0,108,0,40,0,108,0,0,0,96,108,0,0,0,0,0,36,144,36,0,0,0,0,72,68,0,68,36,0,0,72,40,0,72,0,24,0,0,0,40,0,0,96,0,0,0,44,36,0,56,100,0,0,0,108,72,108,0,0,104,68,64,0,0,0,0,0,72,52,80,0,60,40,0,0,68,0,0,0,0,0,88,0,40,0,72,0,68,0,0,0,40,0,0,0,0,0,0,0,0,0,0,60,52,44,40,60,0,0,80,4,40,0,92,60,0,0,0,36,36,68,40,68,44,52,68,52,40,64,84,0,24,0,0,80,12,0,0,60,0,0,0,80,40,0,0,64,0,68,0,52,0,32,3,5,38,6,19,47,7,14,34,33,22,26,57,21,46,52,25,11,10,10,0,2,53,7,14,28,7,8,40,25,9,51,34,29,12,6,8,9,41,31,43,48,30,27,34,22,15,13,42,28,52,24,2,4,48,21,16,8,66,25,51,14,14,14,26,45,47,35,26,29,7,22,56,2,23,34,12,17,5,5,30,18,26,30,8,59,7,14,18,8,23,14,9,48,25,13,27,13,8,23,16,34,45,21,9,8,43,25,21,61,2,9,4,20,28,8,42,5,20,17,11,2,7,14,14,26,8,0,51,28,7,8,40,51,6,5,7,7,3,54,33,45,42,8,34,6,2,18,41,23,4,16,28,15,45,11,24,36,20,42,26,45,28,39,30,20,17,8,39,37,12,33,9,29,20,41,42,41,20,14
24,24,36,24,96,1e+08,24,0,24,44,24,88,24,24,4,96,48,76,24,24,76,96,24,56,52,24,24,24,96,24,52,24,96,24,24,24,144,96,24,24,24,24,108,24,96,96,48,24,0,24,72,68,0,88,4,24,24,72,60,24,80,24,68,0,24,40,60,44,12,96,24,24,24,64,24,24,56,96,48,20,24,96,72,96,24,24,96,68,64,0,4,24,0,24,72,52,0,0,60,40,0,8,68,24,24,24,4,24,88,0,40,0,72,0,0,0,0,0,40,24,0,0,4,24,0,0,8,0,24,60,52,44,0,60,0,0,80,4,40,0,92,60,0,4,24,24,36,68,40,68,44,52,68,52,40,64,84,24,36,0,0,80,12,0,0,60,0,4,0,80,40,24,0,64,0,68,0,52,4,32,26,29,31,28,36,47,29,32,38,34,32,29,47,37,37,55,33,30,33,34,24,26,53,30,38,51,26,34,38,33,6,41,38,27,8,25,8,8,26,32,37,35,31,24,27,34,33,31,34,25,50,32,24,9,47,35,20,36,52,27,52,31,38,33,27,21,47,34,27,41,30,32,54,26,36,59,28,33,28,29,32,36,29,42,29,53,31,23,39,33,22,21,14,35,27,32,33,29,12,25,14,38,25,18,8,36,37,28,20,47,24,6,24,23,25,24,41,30,14,8,30,28,29,32,38,42,27,24,52,41,30,34,38,45,34,29,15,30,27,40,34,21,47,34,36,31,26,34,32,36,24,32,31,33,29,13,37,45,19,36,26,25,31,29,20,23,36,8,31,33,37,24,14,27,28,32,41,37,28,21
64,52,44,32,36,24,1e+08,52,64,52,60,48,64,52,4,0,72,0,52,52,0,32,52,32,72,52,52,52,0,52,52,52,0,52,44,56,24,0,44,52,64,36,32,52,36,40,72,32,32,52,0,0,0,0,76,64,60,32,48,52,48,44,64,32,56,52,48,52,12,0,60,56,52,52,92,56,32,0,56,52,64,0,0,20,52,44,32,0,64,32,36,52,32,52,32,0,32,32,4,0,0,32,4,52,44,36,4,36,36,0,0,0,4,0,32,32,0,0,0,52,32,16,36,36,0,32,32,0,52,32,32,0,32,32,32,32,0,0,0,32,0,0,0,4,32,80,8,4,32,0,0,32,0,32,0,32,0,32,16,0,0,0,0,32,0,4,32,4,32,32,0,52,32,32,20,0,32,0,36,32,52,56,31,55,47,15,56,53,15,35,56,11,20,45,24,19,48,54,54,55,53,53,24,54,53,43,53,52,25,21,10,34,14,27,13,25,10,8,26,10,22,36,29,18,33,25,14,52,33,25,17,34,54,18,6,28,10,26,20,24,21,58,53,55,21,47,15,19,30,44,53,56,26,53,38,48,53,29,55,56,32,52,11,8,58,21,56,23,46,52,10,6,28,36,24,10,9,20,10,17,11,14,36,15,8,26,22,16,9,29,54,10,53,17,25,16,10,53,21,39,54,53,53,53,53,43,57,53,21,37,54,56,25,20,56,56,24,52,58,29,35,47,17,52,17,54,53,44,18,38,53,32,15,14,25,10,23,22,24,25,16,36,23,20,46,17,34,10,18,25,33,34,28,27,18,25,10,19,29,16
32,76,0,32,0,0,52,1e+08,76,0,76,24,76,72,56,0,44,56,72,56,0,0,60,0,76,40,76,72,0,76,0,76,0,76,44,76,0,0,44,76,76,28,0,40,0,0,44,32,56,116,0,56,0,0,0,32,32,0,0,60,0,44,76,56,40,76,0,72,0,0,32,48,0,68,72,64,0,0,76,20,32,0,0,0,60,44,0,56,48,0,0,76,0,76,0,0,0,0,0,0,0,0,56,76,52,56,0,84,0,56,0,12,0,0,56,0,0,0,0,76,0,0,0,84,0,56,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,32,52,0,56,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,56,0,0,0,77,79,12,76,33,3,53,44,5,30,30,10,15,3,2,0,45,72,59,69,78,77,2,5,34,20,76,63,14,5,5,2,7,10,5,4,9,2,3,5,2,4,6,11,5,7,4,58,9,6,4,23,54,9,5,21,6,19,2,9,8,57,34,6,11,4,3,6,9,28,72,30,4,55,11,16,4,11,56,79,33,34,10,7,70,6,65,14,2,36,5,4,9,4,9,2,11,7,5,6,1,7,1,2,2,19,2,6,5,4,54,5,72,6,6,11,5,46,0,9,72,76,78,44,34,1,63,78,8,0,5,78,14,6,44,79,1,41,47,5,30,4,6,63,7,44,55,46,6,11,72,12,1,4,6,9,4,4,15,4,5,1,8,3,4,6,28,9,9,4,26,4,9,10,8,5,5,1,7,6
44,84,44,32,0,24,64,76,1e+08,36,76,0,88,72,4,0,56,16,72,56,0,16,72,16,92,40,124,72,0,84,56,84,0,80,44,84,24,0,48,84,88,76,0,40,0,0,56,32,16,72,0,0,0,0,0,44,48,16,44,76,16,48,92,16,48,72,44,72,0,44,48,60,0,72,72,72,16,44,76,36,44,0,0,0,72,44,16,0,64,56,16,80,16,84,16,0,16,16,0,0,0,16,0,80,44,36,0,36,16,0,0,0,60,0,16,56,0,0,0,80,16,0,16,36,0,16,16,0,64,16,16,0,16,16,16,16,0,0,0,16,0,0,0,0,32,60,16,0,16,0,0,16,16,16,0,16,16,32,0,0,0,0,0,16,0,0,16,0,0,16,0,80,16,16,16,0,16,16,16,16,75,87,17,87,40,16,60,55,6,36,52,13,15,14,13,10,47,71,68,73,86,86,9,31,51,31,73,65,22,11,4,7,12,20,9,17,4,3,12,13,10,13,11,9,12,23,4,59,5,11,17,34,65,14,6,32,13,24,13,10,19,71,51,24,15,13,16,17,22,39,80,52,18,71,19,34,26,19,70,87,38,45,13,16,77,14,71,28,18,58,7,12,19,13,10,14,4,12,7,5,10,12,10,20,3,24,10,11,4,11,65,4,74,2,11,11,10,50,7,19,71,87,88,55,51,12,74,86,19,13,31,81,22,15,58,87,18,55,59,10,36,13,18,65,12,60,71,52,11,19,74,17,4,4,9,13,4,8,16,12,9,10,7,6,20,2,32,4,8,16,33,7,19,20,10,17,10,17,10,5
108,20,76,56,0,44,52,0,36,1e+08,48,20,52,20,4,0,100,0,20,20,40,84,60,0,52,20,20,20,0,20,20,20,0,44,20,44,44,0,68,20,52,76,20,20,0,8,100,56,56,20,0,0,0,40,88,108,64,72,20,20,80,68,64,56,88,20,20,44,12,0,64,56,20,52,20,48,0,0,60,76,108,0,0,20,60,40,84,0,76,84,80,20,44,20,72,0,80,60,4,0,0,48,4,32,20,20,4,20,84,60,0,0,4,0,68,64,0,0,0,20,60,16,64,20,0,68,48,44,20,60,52,0,40,60,52,84,0,0,0,48,0,0,0,4,20,64,8,4,0,0,0,0,0,52,0,64,0,20,16,0,0,0,0,60,0,4,64,4,56,80,0,20,60,64,20,0,68,0,64,32,22,24,32,24,23,15,24,24,24,41,28,13,21,22,13,21,29,27,26,26,22,21,18,20,31,27,22,27,31,18,5,19,14,23,8,42,6,5,8,19,15,12,20,14,16,30,35,24,19,17,13,26,25,20,7,28,15,28,6,20,22,25,31,20,22,11,15,24,34,28,26,28,19,22,24,42,56,28,24,24,31,34,13,15,24,17,30,22,23,28,9,10,38,12,20,26,16,20,11,15,13,14,6,12,5,28,15,18,5,17,25,5,25,15,17,18,8,28,13,31,27,22,25,24,31,20,21,22,22,20,20,24,31,17,33,24,31,22,29,21,41,11,26,27,22,26,22,29,16,24,25,24,21,35,11,12,25,19,16,22,13,6,20,16,36,15,36,6,9,30,35,15,38,23,18,13,8,19,27,13
